Points; Area_method1; Deviation_method1 (%); Area_method2; Deviation_method2(%); 
100; 1.16666; 23.5189; 1.04688; 10.8372
600; 0.907399; 3.92972; 0.934896; 1.01855
1100; 0.981052; 3.86819; 0.975852; 3.31769
1600; 1.08159; 14.5123; 0.939453; 0.536048
2100; 1.03703; 9.79461; 0.912946; 3.34243
2600; 0.987171; 4.51602; 0.933293; 1.18822
3100; 0.912626; 3.37632; 0.939012; 0.582742
3600; 0.953309; 0.93098; 0.964844; 2.15217
4100; 0.903447; 4.34814; 0.950076; 0.588665
4600; 0.925716; 1.99041; 0.945992; 0.156235
5100; 0.953151; 0.914161; 0.95527; 1.13851
5600; 0.939228; 0.559907; 0.944754; 0.0252276
6100; 0.938744; 0.611132; 0.939805; 0.498759
6600; 0.94128; 0.342679; 0.935133; 0.993483
7100; 0.962628; 1.91762; 0.949604; 0.538655
7600; 0.963259; 1.98438; 0.933183; 1.19994
8100; 0.947008; 0.263825; 0.947145; 0.27833
8600; 0.966561; 2.334; 0.94931; 0.507499
9100; 0.979692; 3.72423; 0.939389; 0.542865
9600; 0.936768; 0.820301; 0.943359; 0.122477
10100; 0.925047; 2.06131; 0.943069; 0.153187
10600; 0.952953; 0.893216; 0.952241; 0.817813
11100; 0.981848; 3.9525; 0.947776; 0.34512
11600; 0.924441; 2.12544; 0.948815; 0.455097
12100; 0.932039; 1.32096; 0.95093; 0.679032
12600; 0.945208; 0.0732096; 0.940724; 0.401473
13100; 0.935848; 0.917701; 0.951336; 0.72203
13600; 0.970069; 2.70539; 0.945198; 0.0721453
14100; 0.954286; 1.0344; 0.951795; 0.770662
14600; 0.970216; 2.72094; 0.944777; 0.0276556
15100; 0.963844; 2.04627; 0.947123; 0.276031
15600; 0.929212; 1.62034; 0.934495; 1.06097
16100; 0.941417; 0.328149; 0.950214; 0.6032
16600; 0.971042; 2.80843; 0.946536; 0.213862
17100; 0.942649; 0.197665; 0.933114; 1.20719
17600; 0.943489; 0.108742; 0.944425; 0.00968432
18100; 0.939986; 0.479681; 0.938709; 0.614878
18600; 0.982145; 3.9839; 0.948757; 0.448964
19100; 0.920294; 2.56447; 0.959588; 1.59569
19600; 0.968245; 2.51231; 0.942124; 0.2533
20100; 0.95335; 0.935247; 0.941309; 0.33955
20600; 0.919355; 2.66388; 0.946905; 0.25295
21100; 0.916; 3.0191; 0.936241; 0.876118
21600; 0.941607; 0.308022; 0.94307; 0.153111
22100; 0.951538; 0.743383; 0.948883; 0.462325
22600; 0.985549; 4.34435; 0.946073; 0.164828
23100; 0.917921; 2.81573; 0.943655; 0.0911454
23600; 0.942965; 0.164252; 0.947233; 0.28759
24100; 0.949219; 0.497942; 0.94327; 0.131915
24600; 0.957986; 1.42612; 0.946964; 0.259152
25100; 0.931931; 1.33249; 0.949826; 0.562141
25600; 0.940313; 0.445027; 0.946228; 0.18124
26100; 0.925279; 2.03671; 0.945103; 0.0621253
26600; 0.934202; 1.09198; 0.941436; 0.326153
27100; 0.94746; 0.311655; 0.945745; 0.130092
27600; 0.965169; 2.18656; 0.940784; 0.395194
28100; 0.956644; 1.28406; 0.948343; 0.405158
28600; 0.974593; 3.18438; 0.943674; 0.0892173
29100; 0.924438; 2.12575; 0.939165; 0.566604
29600; 0.949222; 0.498231; 0.942145; 0.251019
30100; 0.945082; 0.0599108; 0.947363; 0.3014
30600; 0.954739; 1.08235; 0.945466; 0.100528
31100; 0.955958; 1.21139; 0.939962; 0.482191
31600; 0.948216; 0.391707; 0.946944; 0.257067
32100; 0.926177; 1.94162; 0.946797; 0.241492
32600; 0.942093; 0.256567; 0.938363; 0.651493
33100; 0.931974; 1.3279; 0.943495; 0.108108
33600; 0.914633; 3.16385; 0.952613; 0.857294
34100; 0.944558; 0.0044538; 0.94222; 0.243152
34600; 0.941586; 0.310225; 0.941564; 0.312528
35100; 0.93399; 1.11447; 0.943465; 0.111283
35600; 0.956647; 1.28437; 0.942152; 0.250266
36100; 0.949591; 0.53734; 0.940833; 0.389981
36600; 0.928916; 1.65171; 0.944203; 0.0332084
37100; 0.945222; 0.074751; 0.943438; 0.114116
37600; 0.954372; 1.04352; 0.945271; 0.0799095
38100; 0.935213; 0.984932; 0.943406; 0.117592
38600; 0.941737; 0.294195; 0.942034; 0.262834
39100; 0.955306; 1.14231; 0.943734; 0.0828118
39600; 0.933914; 1.12247; 0.946575; 0.217989
40100; 0.997186; 5.57634; 0.943111; 0.148776
40600; 0.95593; 1.20845; 0.947006; 0.263591
41100; 0.945247; 0.0773837; 0.945902; 0.146697
41600; 0.94931; 0.507593; 0.944712; 0.0206828
42100; 0.959512; 1.58772; 0.945368; 0.0902033
42600; 0.955782; 1.19274; 0.94689; 0.251291
43100; 0.94334; 0.124482; 0.949065; 0.481568
43600; 0.939881; 0.490768; 0.939722; 0.507591
44100; 0.970229; 2.72238; 0.943275; 0.131386
44600; 0.960006; 1.64002; 0.946784; 0.240094
45100; 0.939447; 0.536676; 0.941588; 0.310005
45600; 0.950254; 0.607435; 0.949596; 0.537787
46100; 0.939525; 0.528408; 0.949024; 0.477247
46600; 0.963034; 1.96055; 0.939914; 0.487236
47100; 0.946205; 0.178837; 0.938893; 0.595318
47600; 0.949951; 0.575378; 0.939207; 0.562114
48100; 0.920874; 2.50307; 0.944419; 0.0102706
48600; 0.941007; 0.37156; 0.947981; 0.366831
49100; 0.931028; 1.42803; 0.946092; 0.166855
49600; 0.977114; 3.45126; 0.941973; 0.269228
50100; 0.962511; 1.90517; 0.937188; 0.775854
50600; 0.952231; 0.816837; 0.944633; 0.0123837
51100; 0.938538; 0.632926; 0.940588; 0.415861
51600; 0.930197; 1.51599; 0.946342; 0.193313
52100; 0.950941; 0.68018; 0.946197; 0.177978
52600; 0.951882; 0.779865; 0.942075; 0.258499
53100; 0.961045; 1.74998; 0.942532; 0.210098
53600; 0.948634; 0.435948; 0.944409; 0.0113678
54100; 0.965385; 2.20944; 0.942612; 0.201598
54600; 0.920576; 2.53466; 0.947802; 0.347904
55100; 0.948393; 0.410506; 0.93611; 0.889948
55600; 0.946509; 0.211029; 0.942502; 0.213224
56100; 0.965975; 2.27192; 0.950758; 0.660803
56600; 0.948166; 0.386412; 0.943297; 0.129053
57100; 0.929818; 1.5562; 0.94456; 0.00463693
57600; 0.942845; 0.176973; 0.946506; 0.210678
58100; 0.939249; 0.557692; 0.945756; 0.13129
58600; 0.937373; 0.756261; 0.943393; 0.118948
59100; 0.928949; 1.64814; 0.94366; 0.0906364
59600; 0.94383; 0.0726306; 0.948301; 0.400733
60100; 0.943905; 0.0647568; 0.942778; 0.184065
60600; 0.960181; 1.65853; 0.942837; 0.177756
61100; 0.942618; 0.201015; 0.950159; 0.597382
61600; 0.952012; 0.793588; 0.941939; 0.272866
62100; 0.951392; 0.727933; 0.943941; 0.0608737
62600; 0.944724; 0.022054; 0.941818; 0.285659
63100; 0.96035; 1.67637; 0.939729; 0.506882
63600; 0.941182; 0.352978; 0.939834; 0.495731
64100; 0.955681; 1.18211; 0.942205; 0.244741
64600; 0.948886; 0.462703; 0.944708; 0.0202888
65100; 0.935326; 0.97298; 0.944436; 0.00844263
65600; 0.928197; 1.72776; 0.94062; 0.412481
66100; 0.930001; 1.53679; 0.944875; 0.0380092
66600; 0.945208; 0.0732096; 0.941019; 0.370247
67100; 0.938889; 0.595792; 0.944556; 0.00418358
67600; 0.938704; 0.615375; 0.945243; 0.0769677
68100; 0.932954; 1.22415; 0.940896; 0.383312
68600; 0.945003; 0.0515361; 0.944288; 0.0242081
69100; 0.926346; 1.9237; 0.944351; 0.0174378
69600; 0.954054; 1.00986; 0.943427; 0.115346
70100; 0.935045; 1.00278; 0.942894; 0.171739
70600; 0.960784; 1.72233; 0.94549; 0.103055
71100; 0.931876; 1.33831; 0.945895; 0.145967
71600; 0.944378; 0.014644; 0.944265; 0.0265927
72100; 0.944166; 0.0370355; 0.941618; 0.306892
72600; 0.943556; 0.101653; 0.940599; 0.414711
73100; 0.942821; 0.179467; 0.942245; 0.240438
73600; 0.943417; 0.11637; 0.946714; 0.232656
74100; 0.949122; 0.487625; 0.944437; 0.00833975
74600; 0.953447; 0.945544; 0.946276; 0.186316
75100; 0.943863; 0.0691811; 0.945427; 0.0964245
75600; 0.933119; 1.20664; 0.947855; 0.353459
76100; 0.947685; 0.335463; 0.943393; 0.118944
76600; 0.951272; 0.715231; 0.941763; 0.291469
77100; 0.948255; 0.395847; 0.939446; 0.536853
77600; 0.934753; 1.03364; 0.944648; 0.0139594
78100; 0.950554; 0.639199; 0.944782; 0.0281779
78600; 0.94228; 0.236723; 0.94573; 0.128508
79100; 0.948615; 0.433958; 0.943683; 0.0882301
79600; 0.919328; 2.66677; 0.949533; 0.531133
80100; 0.939078; 0.57574; 0.945868; 0.14317
80600; 0.940611; 0.413499; 0.946592; 0.219772
81100; 0.940206; 0.456331; 0.94224; 0.241041
81600; 0.938853; 0.599551; 0.945332; 0.0863365
82100; 0.948056; 0.374805; 0.945703; 0.125616
82600; 0.951969; 0.789057; 0.942002; 0.266175
83100; 0.943082; 0.151813; 0.949797; 0.559095
83600; 0.945117; 0.0636332; 0.946509; 0.210953
84100; 0.954873; 1.09655; 0.943835; 0.072071
84600; 0.945897; 0.146211; 0.945793; 0.13515
85100; 0.942053; 0.26076; 0.943834; 0.0721773
85600; 0.934393; 1.07182; 0.942282; 0.236499
86100; 0.943871; 0.0682578; 0.943126; 0.147214
86600; 0.939657; 0.514485; 0.944158; 0.0379475
87100; 0.948885; 0.462538; 0.941913; 0.275607
87600; 0.951571; 0.746892; 0.949968; 0.577196
88100; 0.937011; 0.794622; 0.947521; 0.318087
88600; 0.948951; 0.469501; 0.945277; 0.0805749
89100; 0.931732; 1.35352; 0.945181; 0.0703842
89600; 0.931741; 1.35258; 0.944441; 0.00800587
90100; 0.933045; 1.21456; 0.943431; 0.114903
90600; 0.930471; 1.48706; 0.948934; 0.467753
91100; 0.952471; 0.842159; 0.941874; 0.279779
91600; 0.924452; 2.12428; 0.949082; 0.483433
92100; 0.942973; 0.163352; 0.939417; 0.539865
92600; 0.933262; 1.19152; 0.950172; 0.598817
93100; 0.950493; 0.632772; 0.946194; 0.177596
93600; 0.934094; 1.10348; 0.947483; 0.314071
94100; 0.946281; 0.18685; 0.943212; 0.138079
94600; 0.941691; 0.299156; 0.945164; 0.0685708
95100; 0.944305; 0.0223989; 0.943908; 0.06442
95600; 0.933264; 1.19131; 0.942354; 0.228898
96100; 0.937412; 0.75213; 0.943158; 0.143779
96600; 0.957822; 1.4087; 0.948968; 0.471337
97100; 0.947583; 0.324681; 0.942392; 0.224911
97600; 0.931273; 1.40211; 0.941102; 0.361467
98100; 0.947438; 0.309293; 0.948554; 0.427477
98600; 0.944605; 0.00941328; 0.95032; 0.614486
99100; 0.928165; 1.7312; 0.942861; 0.175268
99600; 0.94742; 0.30746; 0.942661; 0.196388
